1,1,1,409.12,2,0,0
1,1,1,437.25,2,0,0
1,1,1,452.47,2,0,0
1,1,1,420.56,2,0,0
1,1,1,495.67,2,0,0
1,1,1,432.23,2,0,0
1,1,1,410.13,2,0,0
1,1,1,388.45,2,0,0
1,1,1,324.68,2,0,0
1,1,1,380.08,2,0,0
1,1,1,379.27,2,0,0
1,1,1,422.23,2,0,0
1,1,1,400.46,2,0,0
1,1,1,442.57,2,0,0
1,1,1,378.68,2,0,0
1,1,1,496.76,2,0,0
1,1,1,476.24,2,0,0
1,1,1,389.81,2,0,0
1,1,1,442.77,2,0,0
1,1,1,464.72,2,0,0
1,1,1,441.17,2,0,0
1,1,1,430.93,2,0,0
1,1,1,442.46,2,0,0
1,1,1,399.21,2,0,0
1,1,1,403.56,2,0,0
1,1,1,421.33,2,0,0
1,1,1,429.85,2,0,0
1,1,1,421.19,2,0,0
1,1,1,409.88,2,0,0
1,1,1,430.99,2,0,0
1,1,1,377.36,2,0,0
1,1,1,420.95,2,0,0
1,1,1,515.77,2,0,0
1,1,1,537.66,2,0,0
1,1,1,378.55,2,0,0
1,1,1,390.58,2,0,0
1,1,1,366.14,2,0,0
1,1,1,442.28,2,0,0
1,1,1,378.72,2,0,0
1,1,1,345.02,2,0,0
1,1,1,344.86,2,0,0
1,1,1,388.11,2,0,0
1,1,1,366.93,2,0,0
1,1,1,312.45,2,0,0
1,1,1,355.56,2,0,0
1,1,1,366.45,2,0,0
1,1,1,468.64,2,0,0
1,1,1,445.08,2,0,0
1,1,1,467.58,2,0,0
1,1,1,357.92,2,0,0
1,1,1,358.24,2,0,0
1,1,1,380.5,2,0,0
1,1,1,433.52,2,0,0
1,1,1,357.64,2,0,0
1,1,1,412.11,2,0,0
1,1,1,401.23,2,0,0
1,1,1,402.77,2,0,0
1,1,1,347.41,2,0,0
1,1,1,445.34,2,0,0
1,1,1,347.92,2,0,0
1,1,1,401.54,2,0,0
1,1,1,358.85,2,0,0
1,1,1,433.02,2,0,0
1,1,1,423.35,2,0,0
1,1,1,521.85,2,0,0
1,1,1,390.82,2,0,0
1,1,1,412.02,2,0,0
1,1,1,425.5,2,0,0
1,1,1,380.97,2,0,0
1,1,1,447.55,2,0,0
1,1,1,435.61,2,0,0
1,1,1,532.71,2,0,0
1,1,1,412.81,2,0,0
1,1,1,393.57,2,0,0
1,1,1,490.84,2,0,0
1,1,1,412.91,2,0,0
